name,capital,tax_rate,sector,radius,x,y
CR Bard Inc.,8251,28,Health care,3.0883905193,482.9872381566,386.7460472533
Aetna Inc.,17797,31,Health care,4.5357835045,515.9170715964,396.4311105071
Stryker Corporation,24656,31,Health care,5.338757908,520.5051192579,412.4606354186
"Cardinal Health, Inc.",14579,32,Health care,4.1052800148,548.3451200238,401.2924081284
Quest Diagnostics Inc.,9005,32,Health care,3.2264190676,549.0851741077,388.7398726455
WellPoint Inc.,20444,33,Health care,4.8614055581,553.2753470688,409.9535760407
UnitedHealth Group Incorporated,63433,34,Health care,8.5632089779,588.7713692013,404.954884698
Laboratory Corp. of America Holdings,8635,34,Health care,3.1594398238,584.7324287626,381.4445491732
"Patterson Companies, Inc.",3961,34,Health care,2.1398401809,576.6645772605,381.0081772592
Express Scripts Holding Company,46959,35,Health care,7.3678086294,578.7595937758,391.3033967965
PerkinElmer Inc.,3807,38,Health care,2.0978303077,648.1004049927,388.8034295244
Humana Inc.,12327,39,Health care,3.7749188071,652.5628144881,404.8859137379
Coventry Health Care Inc.,6503,42,Health care,2.7418001386,719.2419339553,406.8978556571
Life Technologies Corporation,11168,48,Health care,3.5930777893,820.1567960931,406.6380440739
Amazon.com Inc.,117706,6,Retailers,11.6648247308,120.0772483073,502.6701468278
priceline.com Incorporated,34737,19,Retailers,6.3368739928,320.3858762664,503.8664013527
"Netflix, Inc.",9130,26,Retailers,3.2487351385,452.3101011337,506.3196771837
GameStop Corp.,3566,27,Retailers,2.0303438132,449.0869308857,499.740254509
O'Reilly Automotive Inc.,11569,28,Retailers,3.6570157232,486.3118868122,504.7603878464
"Staples, Inc.",8929,30,Retailers,3.2127751244,514.1160835077,485.0418522714
Wal-Mart Stores Inc.,254473,31,Retailers,17.1514077556,521.0621355717,505.2447079776
"AutoZone, Inc.",14265,32,Retailers,4.0608299644,549.1112558313,496.9686710885
Walgreen Co.,45157,33,Retailers,7.2250599998,558.4268852494,504.9773153959
"The TJX Companies, Inc.",34603,33,Retailers,6.3246397526,544.9536497438,510.553435122
"J. C. Penney Company, Inc.",3488,33,Retailers,2.0080159362,543.0454067717,500.5969768342
Costco Wholesale Corporation,46709,34,Retailers,7.3481701123,586.1775149367,508.0765187468
Kohl's Corp.,10661,34,Retailers,3.5105720332,572.2551695366,501.5036034235
The Kroger Co.,16605,34,Retailers,4.3812532454,573.4807136914,517.2454222505
"L Brands, Inc.",13513,34,Retailers,3.9523446206,592.2716050589,497.3924828916
TripAdvisor Inc.,6957,34,Retailers,2.83589351,586.9225317338,491.7334460417
Ross Stores Inc.,13052,35,Retailers,3.8843419005,579.7295460429,497.6847743218
"PetSmart, Inc.",6512,35,Retailers,2.7436967762,580.5487126602,490.1027448417
Urban Outfitters Inc.,5949,35,Retailers,2.622411867,574.1742704417,492.6419173013
"Best Buy Co., Inc.",8795,37,Retailers,3.1885764849,614.2280957378,493.8008490316
"Whole Foods Market, Inc.",15520,37,Retailers,4.2356959287,618.9277663195,508.4098974493
CVS Caremark Corporation,69489,38,Retailers,8.9626605425,649.4826199472,505.9759729533
Bed Bath & Beyond Inc.,14440,38,Retailers,4.0856627369,638.3355857303,497.4265393041
Tiffany & Co.,9014,38,Retailers,3.2280309788,645.1566248146,483.9019852006
Abercrombie & Fitch Co.,3867,38,Retailers,2.1142970463,639.2030835398,486.0874982558
CarMax Inc.,9670,38,Retailers,3.3434293772,651.5732769603,478.9264497775
Lowe's Companies Inc.,42430,39,Retailers,7.0035048369,654.6941245047,489.8337709445
"The Home Depot, Inc.",105799,40,Retailers,11.0590977932,688.8516258547,501.8550280002
"The Gap, Inc.",17146,40,Retailers,4.4520530096,683.4008005588,486.2706669784
Nordstrom Inc.,10825,40,Retailers,3.5374708479,674.5617556163,487.9006856551
Safeway Inc.,6072,43,Retailers,2.6493833245,718.1765964432,505.1935442544
AutoNation Inc.,5119,85,Retailers,2.4326043657,934.4413636509,505.3465600931
Western Digital Corporation,12089,1,Information technology,3.7382996135,19.7195979827,603.7869601929
Seagate Technology Public Limited Company,12912,2,Information technology,3.8634533775,52.7886177395,599.1482742278
Broadcom Corp.,19096,3,Information technology,4.6984014303,53.0940963284,608.7043841309
Altera Corp.,10627,4,Information technology,3.5049696147,85.764271462,610.1288774545
NVIDIA Corporation,7683,4,Information technology,2.9801926112,81.5558335944,603.9394850798
"Red Hat, Inc.",9266,5,Information technology,3.2728421899,89.294257523,603.1992210914
Xilinx Inc.,9610,7,Information technology,3.3330406538,121.9266737977,601.8810345854
"NetApp, Inc.",12229,7,Information technology,3.7598835088,119.0162047972,609.4311468221
Microchip Technology Inc.,6974,7,Information technology,2.8393562651,114.7849938921,602.5413693825
Corning Inc.,19663,8,Information technology,4.7676438625,153.1455477052,603.2514126444
Xerox Corporation,10574,10,Information technology,3.4962185286,183.7703786609,605.5518987264
"Citrix Systems, Inc.",12699,10,Information technology,3.8314545541,187.1820671103,613.1457417551
Lam Research Corporation,6697,11,Information technology,2.7823968085,178.0444547472,601.0611830249
Teradata Corporation,8798,11,Information technology,3.1891202549,190.2399857179,601.4067535038
EMC Corporation,48586,12,Information technology,7.4943589452,219.7411216093,602.4385157339
"Akamai Technologies, Inc.",6155,13,Information technology,2.6674294742,213.9039493271,592.5792546067
"VeriSign, Inc.",7041,13,Information technology,2.8529626706,221.5944366909,591.244259005
Apple Inc.,400236,14,Information technology,21.5098306827,245.8336141878,618.0742132283
"First Solar, Inc.",2357,14,Information technology,1.6506641088,241.0839471964,579.8618794346
International Business Machines Corporation,233289,15,Information technology,16.422,260.1471354097,581.8770474638
"Autodesk, Inc.",8583,15,Information technology,3.1499123797,247.3649083197,565.7621500933
BMC Software Inc.,6351,16,Information technology,2.7095674932,278.7529279946,574.1921963526
Google Inc.,255440,17,Information technology,17.1839646182,285.6022366721,605.6272788314
Dell Inc.,24832,17,Information technology,5.3577786442,282.9227822418,582.2413659291
"salesforce.com, inc",24436,17,Information technology,5.3148862641,288.5124231801,571.9967596957
Adobe Systems Inc.,21980,18,Information technology,5.0407221705,319.1179632617,585.4699794278
Hewlett-Packard Company,42632,19,Information technology,7.0201561236,308.6992373099,595.5461782508
QUALCOMM Incorporated,113156,19,Information technology,11.4371471967,319.0229394994,612.0360010555
eBay Inc.,72362,19,Information technology,9.1460631968,331.402154595,594.3571869743
"Juniper Networks, Inc.",9083,19,Information technology,3.2403623254,309.904334862,584.356561392
Cognizant Technology Solutions Corporation,22562,20,Information technology,5.1070218327,347.8976858808,585.0058957259
"Analog Devices, Inc.",13463,20,Information technology,3.9450257287,356.1326170761,579.2450053608
Teradyne Inc.,2965,20,Information technology,1.851361661,340.7790896039,581.4524275772
"Cisco Systems, Inc.",109679,21,Information technology,11.260058792,354.3956351418,601.10736655
The Western Union Company,8219,21,Information technology,3.0823958214,346.217856265,575.9751985198
Microsoft Corporation,239477,22,Information technology,16.6383716751,388.9215029514,596.0430742355
Amphenol Corporation,11664,22,Information technology,3.672,385.5649143699,574.9993310274
KLA-Tencor Corporation,8638,23,Information technology,3.1599886076,377.9257050213,576.7257020824
Oracle Corporation,152437,24,Information technology,13.2746816158,420.8401865995,601.9701311513
Linear Technology Corporation,8342,24,Information technology,3.1053746956,408.1698953634,584.8709126046
Texas Instruments Inc.,38808,25,Information technology,6.697913705,418.3126261296,581.1513712396
Accenture plc,49763,27,Information technology,7.5845914854,454.550060964,601.9643423089
Intel Corporation,104416,28,Information technology,10.9865779932,490.0143281214,605.356769547
Yahoo! Inc.,25858,28,Information technology,5.4673437792,479.5889042976,591.3610684901
"Applied Materials, Inc.",16057,29,Information technology,4.3083514248,475.6536812983,581.3323217816
Intuit Inc.,18921,29,Information technology,4.6768232808,487.0658544424,583.0979078766
"F5 Networks, Inc.",5719,30,Information technology,2.5712183882,517.4612295659,584.9554484527
Mastercard Incorporated,65605,31,Information technology,8.7085808258,520.4026979547,596.8770718912
"FLIR Systems, Inc.",3709,31,Information technology,2.0706530371,510.6457400606,585.8997525161
"Paychex, Inc.",12758,33,Information technology,3.8403447762,552.8567072039,603.6423166914
Harris Corporation,5049,34,Information technology,2.4159147336,579.0710740638,604.3770331462
CA Technologies,11079,35,Information technology,3.5787321777,585.6745489332,606.6828184278
"Total System Services, Inc.",4510,35,Information technology,2.2833221411,578.264055621,597.9306851325
Molex Incorporated,4604,35,Information technology,2.3069945817,584.2959336588,597.6620886926
"Automatic Data Processing, Inc.",31167,37,Information technology,6.0024205118,620.0288120104,604.7201323246
"Fiserv, Inc.",11436,37,Information technology,3.6359339928,614.0765609814,591.0641763144
"SAIC, Inc.",4736,43,Information technology,2.3398324726,713.2825831125,595.1503947432
"Fidelity National Information Services, Inc.",11532,43,Information technology,3.6511631024,718.4784136937,605.3744620035
Visa Inc.,109944,45,Information technology,11.2736535338,757.9954287163,600.78374266
SanDisk Corp.,13444,52,Information technology,3.9422409871,929.7547502365,597.9705655038
TE Connectivity Ltd.,17340,65,Information technology,4.4771687482,934.747250009,609.0738225067
"Motorola Solutions, Inc.",17202,80,Information technology,4.4593174366,925.2187463141,606.2575157459
Jabil Circuit Inc.,3670,88,Information technology,2.0597378474,922.8487857883,599.1224284874
Lincoln National Corporation,8472,9,Insurance,3.1294779117,152.7515033166,703.1747133709
The Allstate Corporation,23925,16,Insurance,5.2590208214,287.2908802723,698.1127940016
ACE Limited,30619,17,Insurance,5.9494171143,285.4229637152,710.1764902611
Principal Financial Group Inc.,9873,17,Insurance,3.378341013,277.9173133057,702.0347861096
"The Travelers Companies, Inc.",32024,18,Insurance,6.0843852606,316.0533192553,697.0720190372
"MetLife, Inc.",39913,18,Insurance,6.7926009746,321.0093835541,710.0327472877
"Prudential Financial, Inc.",26071,20,Insurance,5.4898156618,353.2446560394,702.1264108006
Torchmark Corp.,5450,21,Insurance,2.5100199202,349.7774655251,693.8217269864
Loews Corporation,17171,22,Insurance,4.4552975209,386.5438052098,702.2552864636
Aon plc,18735,24,Insurance,4.6537791095,420.1341122491,699.540435188
AFLAC Inc.,23183,25,Insurance,5.1768279863,422.2210832362,712.3472308436
The Chubb Corporation,23062,25,Insurance,5.1633004948,412.1407006575,707.1555343009
Cincinnati Financial Corp.,7804,25,Insurance,3.0035685442,408.2564990501,698.8544158784
Unum Group,7075,28,Insurance,2.859842653,485.5445753358,703.368849849
Progressive Corp.,15460,34,Insurance,4.2275004435,581.2395109073,694.7394415393
"Marsh & McLennan Companies, Inc.",20532,35,Insurance,4.8718571408,586.178780787,709.4446179436
Assurant Inc.,3614,42,Insurance,2.0439628177,717.7425356973,704.0680954516
"Alexion Pharmaceuticals, Inc.",19166,5,Pharma,4.7070049926,86.1151431977,800.8470459463
Amgen Inc.,78660,16,Pharma,9.5357726483,288.326084854,811.3874997847
Bristol-Myers Squibb Company,66915,16,Pharma,8.795097498,282.9229823472,792.8282658445
Forest Laboratories Inc.,9983,18,Pharma,3.3971087707,319.8278524001,791.4058217326
Hospira Inc.,5057,18,Pharma,2.4178279509,311.2485334054,796.1927512812
Eli Lilly and Company,62141,19,Pharma,8.4755528433,319.9720999605,804.276517369
Johnson & Johnson,226868,21,Pharma,16.1944252136,355.2284309359,807.4214204863
Celgene Corporation,48876,21,Pharma,7.5166918255,352.5500084387,782.8576272786
Perrigo Co.,11156,21,Pharma,3.591146892,340.8999688637,792.3636321631
Gilead Sciences Inc.,71932,24,Pharma,9.1188481729,421.519910952,798.2027397132
Merck & Co. Inc.,137457,28,Pharma,12.6055659135,489.782778136,796.6130532726
Biogen Idec Inc.,45875,32,Pharma,7.2822729968,554.8184624081,799.1655777585
Allergan Inc.,33550,39,Pharma,6.2276640886,654.6232930198,799.7861797647
Pfizer Inc.,209533,43,Pharma,15.5634234023,726.4503193166,795.3830918993
"Actavis, Inc.",12565,64,Pharma,3.8111861671,936.3339273802,801.4954653092
"NextEra Energy, Inc.",33946,0,Utilities,6.2643096986,22.1267865764,903.6853453971
PG&E Corp.,19237,1,Utilities,4.7157154282,12.6995806228,911.760743387
Xcel Energy Inc.,14844,1,Utilities,4.1424224797,21.2502585306,892.3135848112
"TECO Energy, Inc.",3965,1,Utilities,2.1409203628,14.6333140599,897.3324549075
"American Electric Power Co., Inc.",23915,2,Utilities,5.2579216426,59.8205384555,897.1099828048
ONEOK Inc.,10022,2,Utilities,3.4037379453,48.4171581537,896.107222505
Duke Energy Corporation,51507,3,Utilities,7.716352247,51.0002589594,907.9481387404
"Pepco Holdings, Inc.",5445,3,Utilities,2.5088682708,42.6279975245,900.4724924384
"NRG Energy, Inc.",8649,4,Utilities,3.162,88.4899962215,899.7736588966
"CenterPoint Energy, Inc.",10315,4,Utilities,3.4531348077,93.607789444,905.4118176723
CMS Energy Corp.,7535,4,Utilities,2.9513488442,81.3782706736,899.8899526335
Consolidated Edison Inc.,18006,5,Utilities,4.5623388739,85.4838369252,909.3171307774
Wisconsin Energy Corp.,9879,5,Utilities,3.3793673964,77.2130140814,905.9218190848
DTE Energy Company,12025,6,Utilities,3.7283910739,121.3186262825,901.0702015451
Pinnacle West Capital Corporation,6448,6,Utilities,2.7301809464,113.6238621711,902.8829605257
Entergy Corporation,12109,7,Utilities,3.7413906505,118.0656899349,908.8898430731
Ameren Corporation,8512,10,Utilities,3.1368570258,185.2517739803,906.5473159864
AGL Resources Inc.,5019,10,Utilities,2.4087266346,188.2589308313,900.7342247882
"Integrys Energy Group, Inc.",4661,11,Utilities,2.3212315697,181.0602160359,901.635252228
Southern Company,41267,12,Utilities,6.906855435,222.8731715783,907.5511790335
FirstEnergy Corp.,18569,12,Utilities,4.6331160141,210.3713200987,908.5194756957
PPL Corporation,18462,12,Utilities,4.6197480451,227.0513512318,895.7427911821
Sempra Energy,20001,12,Utilities,4.8084463187,212.9982602133,918.6227585892
Edison International,16607,13,Utilities,4.3815170889,216.4153751353,897.098684426
NiSource Inc.,9392,13,Utilities,3.2950192716,208.1912706053,899.8626442957
SCANA Corp.,7246,14,Utilities,2.8941969525,250.2855428241,896.7624311029
Northeast Utilities,13787,15,Utilities,3.9922139221,252.3488402045,904.3730530501
Exelon Corporation,30312,17,Utilities,5.9195161964,286.4752253459,898.7065264345
Public Service Enterprise Group Inc.,17476,29,Utilities,4.4946919805,486.4948024197,899.8362808677
The AES Corporation,9389,35,Utilities,3.2944929807,585.7627882647,900.9647294162
"Dominion Resources, Inc.",34641,36,Utilities,6.3281115667,621.1804659607,898.3743466047
FMC Corp.,7854,9,Materials,3.0131750696,152.747601142,1000.3787819881
International Paper Company,20919,11,Materials,4.9175567104,186.4157315018,998.3389965319
MeadWestvaco Corporation,6419,15,Materials,2.7240345079,252.6447452667,1000.7222501712
Air Products & Chemicals Inc.,17783,16,Materials,4.5339991178,287.3923764896,1003.9425072573
"Airgas, Inc.",7355,16,Materials,2.9158840855,282.631433458,996.9647752157
United States Steel Corp.,2486,17,Materials,1.6952333173,277.9155561126,993.9288395728
Allegheny Technologies Inc.,3214,17,Materials,1.9275331385,287.9707873671,994.5923621552
E. I. du Pont de Nemours and Company,44851,19,Materials,7.200538591,320.6028206842,996.3834955579
Praxair Inc.,32988,21,Materials,6.1752836372,353.8163103764,997.200817796
The Mosaic Company,25085,22,Materials,5.3850032498,387.1708807222,1005.3316749689
The Sherwin-Williams Company,17135,22,Materials,4.4506246753,382.3636865051,995.621969543
Monsanto Company,56160,24,Materials,8.0573544045,418.2774622563,1002.6795482316
Eastman Chemical Co.,10520,24,Materials,3.4872797421,408.7388058866,994.5317873792
Ecolab Inc.,23661,25,Materials,5.2299250473,421.3349778267,988.7303392437
Ball Corporation,7038,25,Materials,2.8523548166,417.634230391,980.4397038044
International Flavors & Fragrances Inc.,6027,25,Materials,2.6395476885,412.2517829541,985.1893158543
Sigma-Aldrich Corporation,9129,26,Materials,3.2485572182,452.4565288695,1000.0396232186
PPG Industries Inc.,18777,28,Materials,4.658992595,481.7765669382,992.8763990168
LyondellBasell Industries NV,33833,29,Materials,6.253874639,487.0667828987,1003.5494994093
"CF Industries Holdings, Inc.",11498,30,Materials,3.6457767348,518.6226532724,1000.5763537566
"Bemis Company, Inc.",4156,30,Materials,2.1918795587,515.0876463495,988.6820910344
Nucor Corporation,13963,32,Materials,4.0176147152,552.0937936455,996.7296012127
Cliffs Natural Resources Inc.,2998,33,Materials,1.8616358398,548.1067448226,985.4258232376
The Dow Chemical Company,37065,40,Materials,6.5457726817,688.3429351434,996.8805557055
Newmont Mining Corporation,19378,43,Materials,4.732966089,720.3820688848,998.4898312293
Alcoa Inc.,8972,47,Materials,3.2205018243,785.6564974847,1000.1127388982
"Owens-Illinois, Inc.",4207,56,Materials,2.2052872829,924.0571394091,990.1406868372
Freeport-McMoRan Copper & Gold Inc.,30791,66,Materials,5.9661039213,936.352493561,996.3212739707
Vulcan Materials Company,6358,68,Materials,2.7110603092,930.0746393856,988.9574908203
Carnival Corporation,26166,1,Consumer products,5.4998087239,19.5934908919,1096.5332314332
Ford Motor Co.,50216,3,Consumer products,7.6190351095,53.0400280989,1094.5973093592
Wynn Resorts Ltd.,12380,4,Consumer products,3.7830252444,86.2672941693,1098.4306337256
Starwood Hotels & Resorts Worldwide Inc.,12007,8,Consumer products,3.7255995491,155.8996132705,1100.4156101641
Delphi Automotive PLC,13397,9,Consumer products,3.9353439494,152.2523862317,1108.2705892254
Molson Coors Brewing Company,9170,9,Consumer products,3.2558439766,147.0793286568,1101.9202717873
Garmin Ltd.,6603,11,Consumer products,2.7628007529,186.0390499837,1099.7852261948
The Coca-Cola Company,182102,15,Consumer products,14.5089597146,255.2681883494,1089.8353388615
Cablevision Systems Corporation,3826,16,Consumer products,2.1030587248,283.6586987302,1090.3381647898
H. J. Heinz Company,23219,17,Consumer products,5.1808458769,287.1810159916,1097.8349724174
"Darden Restaurants, Inc.",6478,18,Consumer products,2.7365248035,315.7895557133,1104.1669303876
"The Interpublic Group of Companies, Inc.",5526,19,Consumer products,2.5274603854,317.3565513415,1094.076857073
DR Horton Inc.,7545,19,Consumer products,2.9533066214,320.1114806619,1109.2717899025
"Mattel, Inc.",14805,20,Consumer products,4.1369771573,354.3107480631,1074.0957793614
Hasbro Inc.,5568,20,Consumer products,2.5370471024,341.7064368475,1080.5379326389
"Pepsico, Inc.",124140,21,Consumer products,11.9793923051,351.613845001,1101.2384730157
"Yum! Brands, Inc.",30290,21,Consumer products,5.917367658,359.2734956099,1083.9700553875
Omnicom Group Inc.,15543,21,Consumer products,4.2388333301,340.3731588595,1088.197344195
Whirlpool Corp.,8995,21,Consumer products,3.2246271102,348.3870130093,1081.5787541796
"PulteGroup, Inc.",7644,22,Consumer products,2.9726190472,385.6913102061,1087.8982402563
Kimberly-Clark Corporation,38468,23,Consumer products,6.6685086789,385.6362250392,1103.7943545185
Coca-Cola Enterprises Inc.,10155,23,Consumer products,3.4262486775,390.2611759282,1093.7151344019
"McCormick & Company, Incorporated",9375,23,Consumer products,3.2920358443,376.8168652327,1097.2874742061
Newell Rubbermaid Inc.,7234,23,Consumer products,2.8917994398,379.3066229643,1090.4169731895
"H&R Block, Inc.",7715,24,Consumer products,2.9863924725,408.2014868857,1079.9174011723
"Marriott International, Inc.",12948,24,Consumer products,3.8688354837,416.0128815273,1079.1092328061
Comcast Corporation,108363,25,Consumer products,11.192302176,412.3270537713,1105.1184137777
DIRECTV,31807,25,Consumer products,6.0637358122,420.7841219713,1088.9439965412
"General Mills, Inc.",31395,25,Consumer products,6.024335648,403.9162757402,1088.962446313
Procter & Gamble Co.,215227,26,Consumer products,15.7734717802,438.4872275723,1114.999040333
Time Warner Inc.,54545,26,Consumer products,7.9406561442,467.4364807271,1084.1579888207
V.F. Corporation,18862,26,Consumer products,4.669525886,446.2536088383,1072.8203434018
"Philip Morris International, Inc.",155089,27,Consumer products,13.3896558582,467.6469308886,1107.2700461757
McDonald's Corp.,101783,27,Consumer products,10.8471723504,448.3239021906,1089.2047365422
Archer Daniels Midland Company,21951,27,Consumer products,5.0373957557,457.0786357747,1074.7742923066
Nike Inc.,53572,27,Consumer products,7.8695128185,428.385719349,1076.0944352039
"Fossil, Inc.",5574,27,Consumer products,2.5384136779,439.6723715142,1077.7229537502
Kellogg Company,23301,28,Consumer products,5.1899861271,493.8447830204,1091.9308771538
Starbucks Corporation,43549,28,Consumer products,7.0952550342,489.2677273295,1104.4021547538
BorgWarner Inc.,8425,28,Consumer products,3.1207851576,479.1691909505,1086.8755840359
Ralph Lauren Corporation,15385,29,Consumer products,4.2172336905,481.5125808245,1094.8649222171
"Chipotle Mexican Grill, Inc.",10444,29,Consumer products,3.4746602712,486.6369240498,1085.5049261652
Colgate-Palmolive Co.,54989,30,Consumer products,7.9729093811,517.0468321764,1101.3616132364
Campbell Soup Company,14197,30,Consumer products,4.0511395928,518.3986260462,1088.4196206694
Wyndham Worldwide Corporation,8659,30,Consumer products,3.1638274289,522.2960292307,1081.1987593057
PVH Corp.,8759,30,Consumer products,3.1820439972,510.2037078045,1089.2050047823
Lennar Corp.,7494,30,Consumer products,2.9433083427,513.3844635935,1082.1998123316
"Discovery Communications, Inc.",28071,31,Consumer products,5.6964968182,503.0036652396,1105.5225262384
Brown-Forman Corporation,15070,31,Consumer products,4.1738375627,503.849611309,1094.629428578
Mead Johnson Nutrition Company,15517,31,Consumer products,4.235286531,526.7776502058,1092.4207912907
"Leggett & Platt, Incorporated",4745,31,Consumer products,2.3420546535,507.2184033501,1083.4059416055
The Walt Disney Company,106196,32,Consumer products,11.0798274355,550.011151722,1105.5630663734
