name,capital,tax_rate,sector,radius,x,y
Exelon Corporation,30312,17,Utilities,5.9195161964,259.241397805,169.5455180488
Dell Inc.,24832,17,Information technology,5.3577786442,296.2031540157,147.8553081693
Phillips 66,39455,17,Energy,6.7535161213,255.9080226822,182.7910237848
ACE Limited,30619,17,Insurance,5.9494171143,295.1016868017,159.9875202264
H. J. Heinz Company,23219,17,Consumer products,5.1808458769,264.987457423,144.7468895866
Noble Corp.,9565,17,Energy,3.3252278117,295.5952026673,134.4925024098
"Ameriprise Financial, Inc.",14662,17,Financials,4.116949356,270.2467001085,135.8441357957
Principal Financial Group Inc.,9873,17,Insurance,3.378341013,263.0617739547,131.4295731204
United States Steel Corp.,2486,17,Materials,1.6952333173,269.5781081855,129.1121512139
Southwest Airlines Co.,9337,17,Industrials,3.2853572104,280.0351575086,134.7011290896
Allegheny Technologies Inc.,3214,17,Materials,1.9275331385,279.5964930762,125.3277002992
"salesforce.com, inc",24436,17,Information technology,5.3148862641,276.9148966805,143.6954613925
Abbott Laboratories,57408,18,Health care,8.1463886477,305.6191984498,216.9041334836
"The Travelers Companies, Inc.",32024,18,Insurance,6.0843852606,311.2622209215,177.4630970433
"MetLife, Inc.",39913,18,Insurance,6.7926009746,324.0780811132,182.1032474067
State Street Corporation,26415,18,Financials,5.5259153088,301.5347281277,170.0879487082
Forest Laboratories Inc.,9983,18,Pharma,3.3971087707,314.9473070194,144.8752290939
Ensco plc,13677,18,Energy,3.976256028,305.5444042889,156.9895498323
Adobe Systems Inc.,21980,18,Information technology,5.0407221705,311.13179265,164.8158728617
"CenturyLink, Inc.",22630,18,Telecom,5.1147121131,320.3308950494,170.1362301411
"Darden Restaurants, Inc.",6478,18,Consumer products,2.7365248035,313.2785838161,137.6009440536
Hospira Inc.,5057,18,Pharma,2.4178279509,303.2198776621,143.2503044764
Hewlett-Packard Company,42632,19,Information technology,7.0201561236,289.7457744868,213.9998165221
QUALCOMM Incorporated,113156,19,Information technology,11.4371471967,317.3614842823,200.0691742905
Eli Lilly and Company,62141,19,Pharma,8.4755528433,315.1113089073,231.7085303401
E. I. du Pont de Nemours and Company,44851,19,Materials,7.200538591,296.0104857861,200.3264721494
Raytheon Co.,19010,19,Industrials,4.6878097231,319.1979607488,158.1704732195
eBay Inc.,72362,19,Information technology,9.1460631968,313.0638568508,250.1739002009
priceline.com Incorporated,34737,19,Retailers,6.3368739928,303.2572408223,187.811498115
CONSOL Energy Inc.,7595,19,Energy,2.9630761043,305.5356363727,149.1338625058
"Juniper Networks, Inc.",9083,19,Information technology,3.2403623254,312.2098101073,151.9417953966
"The Interpublic Group of Companies, Inc.",5526,19,Consumer products,2.5274603854,308.8789300455,141.9649732047
DR Horton Inc.,7545,19,Consumer products,2.9533066214,319.9124991341,138.2242384544
Schlumberger Limited,99773,20,Energy,10.7395338819,335.8988432704,213.5806424297
Union Pacific Corporation,65395,20,Industrials,8.6946316771,336.681090067,191.8241054956
"Medtronic, Inc.",47020,20,Health care,7.3725924884,325.8563718421,147.5415312953
"Prudential Financial, Inc.",26071,20,Insurance,5.4898156618,351.0437853107,145.2597259041
Cognizant Technology Solutions Corporation,22562,20,Information technology,5.1070218327,365.358046949,133.3788499227
"Mattel, Inc.",14805,20,Consumer products,4.1369771573,319.7044575273,130.1570447943
Peabody Energy Corp.,5484,20,Energy,2.5178371671,349.9811195858,122.0154925969
"Analog Devices, Inc.",13463,20,Information technology,3.9450257287,355.9379907258,136.1730872648
Hasbro Inc.,5568,20,Consumer products,2.5370471024,355.8563095147,120.8056879168
Dun & Bradstreet Corp.,3352,20,Industrials,1.9684796164,338.5686776851,120.4417317338
Teradyne Inc.,2965,20,Information technology,1.851361661,334.0252520251,121.939061397
Johnson & Johnson,226868,21,Pharma,16.1944252136,341.6485443358,165.7457899761
"Cisco Systems, Inc.",109679,21,Information technology,11.260058792,335.1647882639,236.2918664689
"Pepsico, Inc.",124140,21,Consumer products,11.9793923051,352.8740840197,252.7131630289
U.S. Bancorp,62798,21,Financials,8.5202399027,351.7611386682,201.4346204315
Caterpillar Inc.,55148,21,Industrials,7.9844278442,365.9498114496,167.9228976803
Norfolk Southern Corp.,23700,21,Industrials,5.2342334682,328.9047703617,134.9881977806
Praxair Inc.,32988,21,Materials,6.1752836372,361.1410225407,152.4910917501
"Yum! Brands, Inc.",30290,21,Consumer products,5.917367658,339.0720332772,142.9115914403
Omnicom Group Inc.,15543,21,Consumer products,4.2388333301,347.0002277913,135.3745996616
The Western Union Company,8219,21,Information technology,3.0823958214,352.3653316749,128.988258243
Rockwell Collins Inc.,8616,21,Industrials,3.155961977,359.1726826093,126.599861399
"Joy Global, Inc.",6036,21,Industrials,2.6415177455,337.919171546,126.0056407024
Torchmark Corp.,5450,21,Insurance,2.5100199202,343.9800339462,120.0008886615
Celgene Corporation,48876,21,Pharma,7.5166918255,358.162924873,183.7797852976
Whirlpool Corp.,8995,21,Consumer products,3.2246271102,338.3238691775,132.8206675621
DENTSPLY International Inc.,5886,21,Health care,2.6084892179,331.7729717905,126.8272558521
Perrigo Co.,11156,21,Pharma,3.591146892,344.9713726704,127.0100258582
Microsoft Corporation,239477,22,Information technology,16.6383716751,382.2182578708,250.3821461827
Wells Fargo & Company,195238,22,Financials,15.0231530645,365.3984752714,221.7022119717
Honeywell International Inc.,57554,22,Industrials,8.1567410159,368.3449977786,196.787969829
The Mosaic Company,25085,22,Materials,5.3850032498,379.4646752399,165.090915297
Loews Corporation,17171,22,Insurance,4.4552975209,394.6404540461,137.1813525519
"Noble Energy, Inc.",20649,22,Energy,4.8857183709,385.5110277152,142.0204391239
St. Jude Medical Inc.,11873,22,Health care,3.7047520835,367.1410108373,143.0033947391
The Sherwin-Williams Company,17135,22,Materials,4.4506246753,375.9151818234,145.42117896
Amphenol Corporation,11664,22,Information technology,3.672,386.832083992,132.6350028143
"Intuitive Surgical, Inc.",19950,22,Health care,4.8023119432,372.3460084647,155.7254683073
"PulteGroup, Inc.",7644,22,Consumer products,2.9726190472,373.5256819831,124.8589533679
Berkshire Hathaway Inc.,259564,23,Financials,17.3221241192,393.0941942828,203.1651961265
Lockheed Martin Corporation,30435,23,Industrials,5.9315141406,372.2774763736,181.3662237061
Kimberly-Clark Corporation,38468,23,Consumer products,6.6685086789,391.6884671008,163.2443286789
FedEx Corporation,30182,23,Industrials,5.9068089524,383.7588440448,153.6710130771
Coca-Cola Enterprises Inc.,10155,23,Consumer products,3.4262486775,380.1477543312,128.1445479232
KLA-Tencor Corporation,8638,23,Information technology,3.1599886076,387.0085865288,124.8598443171
"McCormick & Company, Incorporated",9375,23,Consumer products,3.2920358443,378.7987119367,136.3899988335
Newell Rubbermaid Inc.,7234,23,Consumer products,2.8917994398,373.7144005437,131.6063371552
"Stericycle, Inc.",9050,23,Industrials,3.2344705904,393.4618296989,128.4119240158
Oracle Corporation,152437,24,Information technology,13.2746816158,413.4387551292,180.2609826512
United Technologies Corp.,86050,24,Industrials,9.9736552978,400.6044669326,230.1141089889
American Express Company,72290,24,Financials,9.14151191,423.7831396429,232.2938947738
Gilead Sciences Inc.,71932,24,Pharma,9.1188481729,413.8249674091,215.6508942871
Monsanto Company,56160,24,Materials,8.0573544045,430.8773537149,210.4341839885
Cummins Inc.,21408,24,Industrials,4.974700795,409.7506543175,154.0239403941
"Becton, Dickinson and Company",18516,24,Health care,4.6264993245,399.4000388471,154.1370030033
L-3 Communications Holdings Inc.,7381,24,Industrials,2.9210333788,420.2198478475,126.5612022702
PACCAR Inc.,17049,24,Industrials,4.4394418568,429.0842736834,152.8574310487
Parker-Hannifin Corporation,13409,24,Industrials,3.9371060438,392.5270735732,148.4136031015
Aon plc,18735,24,Insurance,4.6537791095,419.5007901874,151.4307062822
Dover Corporation,12741,24,Industrials,3.8377852988,399.7764977389,144.7386308978
"H&R Block, Inc.",7715,24,Consumer products,2.9863924725,406.8642774208,130.4562637647
Eastman Chemical Co.,10520,24,Materials,3.4872797421,411.3671208329,136.2877965962
Flowserve Corp.,7771,24,Industrials,2.9972113706,413.5331413746,128.830883123
Tesoro Corporation,7416,24,Energy,2.9279508193,400.0985552244,130.9285613219
Linear Technology Corporation,8342,24,Information technology,3.1053746956,403.5785231429,137.6790208417
"Marriott International, Inc.",12948,24,Consumer products,3.8688354837,417.2931428789,142.3211446788
"FMC Technologies, Inc.",12534,24,Energy,3.8064818402,419.1422276873,134.1250806642
Xylem Inc.,5186,24,Industrials,2.4484721767,402.9069133748,125.2110419565
Comcast Corporation,108363,25,Consumer products,11.192302176,413.0003380164,248.374341788
DIRECTV,31807,25,Consumer products,6.0637358122,417.1129587457,199.9482927381
Texas Instruments Inc.,38808,25,Information technology,6.697913705,384.8117586578,176.831461529
AFLAC Inc.,23183,25,Insurance,5.1768279863,404.367089215,163.5794473461
The Chubb Corporation,23062,25,Insurance,5.1633004948,417.0924290916,161.8641244584
"General Mills, Inc.",31395,25,Consumer products,6.024335648,397.9529373185,175.0949114208
DaVita HealthCare Partners Inc.,13267,25,Health care,3.9162037741,425.9296004573,141.9282905678
Ecolab Inc.,23661,25,Materials,5.2299250473,431.8841802167,179.574248629
Cincinnati Financial Corp.,7804,25,Insurance,3.0035685442,425.8932937447,130.5078957939
Ball Corporation,7038,25,Materials,2.8523548166,415.0834612482,122.1755197797
Cerner Corporation,16088,25,Health care,4.3125083188,408.5935573375,144.4077597285
International Flavors & Fragrances Inc.,6027,25,Materials,2.6395476885,408.901804399,124.1802923543
Procter & Gamble Co.,215227,26,Consumer products,15.7734717802,451.9135464774,174.0304491937
"AT&T, Inc.",206594,26,Telecom,15.4538883133,446.2537245067,256.2672175124
Time Warner Inc.,54545,26,Consumer products,7.9406561442,430.4461682254,193.5090583058
Cigna Corp.,18722,26,Health care,4.6521642275,460.3976313174,131.8895873881
Precision Castparts Corp.,26794,26,Industrials,5.5654167858,439.6182991122,155.5759968908
"Diamond Offshore Drilling, Inc.",9580,26,Energy,3.3278341305,452.0854623469,118.9224762908
M&T Bank Corporation,13014,26,Financials,3.8786832817,431.7576053475,135.5357028366
V.F. Corporation,18862,26,Consumer products,4.669525886,434.9658637901,144.8921224595
AmerisourceBergen Corporation,12191,26,Health care,3.7540372934,436.8927452663,128.6351227493
Invesco Ltd.,12681,26,Financials,3.8287381733,464.6493324036,123.4898759905
Cameron International Corporation,15476,26,Energy,4.2296874589,440.5633679487,136.8276247299
Sigma-Aldrich Corporation,9129,26,Materials,3.2485572182,429.9419957552,124.6738927666
"Varian Medical Systems, Inc.",7714,26,Health care,2.9861989217,459.2284648177,117.9242055621
"Netflix, Inc.",9130,26,Retailers,3.2487351385,444.7040454557,129.3402571036
"Philip Morris International, Inc.",155089,27,Consumer products,13.3896558582,446.3195483887,226.5017261369
McDonald's Corp.,101783,27,Consumer products,10.8471723504,447.7875662138,201.3786844812
Accenture plc,49763,27,Information technology,7.5845914854,429.9539524374,165.830398257
Archer Daniels Midland Company,21951,27,Consumer products,5.0373957557,450.2503944602,136.4860074564
Nike Inc.,53572,27,Consumer products,7.8695128185,464.0897464628,152.7905301391
Covidien plc,31698,27,Health care,6.053336931,449.8711316391,148.6219858122
"Zimmer Holdings, Inc.",12421,27,Health care,3.7892843652,452.4107186125,126.9881573645
GameStop Corp.,3566,27,Retailers,2.0303438132,435.4840909023,121.961589225
Snap-on Inc.,4819,27,Industrials,2.3602465973,440.7252146325,122.6550274433
"Fossil, Inc.",5574,27,Consumer products,2.5384136779,446.4886747613,122.8433364855
Intel Corporation,104416,28,Information technology,10.9865779932,467.9567793016,239.6089257693
Merck & Co. Inc.,137457,28,Pharma,12.6055659135,486.0457087174,256.1674124964
3M Company,73048,28,Industrials,9.1893137937,481.5118351215,223.6277494687
Halliburton Company,35759,28,Energy,6.4294170809,499.6401425759,174.8666072437
Deere & Company,33689,28,Industrials,6.2405515782,495.7302253661,162.1000189964
Franklin Resources Inc.,31767,28,Financials,6.0599217817,471.8946637559,165.2304142774
Anadarko Petroleum Corporation,43985,28,Energy,7.1306843991,476.8167935109,207.0716748325
Yahoo! Inc.,25858,28,Information technology,5.4673437792,483.743148763,163.7168443997
Kellogg Company,23301,28,Consumer products,5.1899861271,487.1148604364,151.7580472628
Starbucks Corporation,43549,28,Consumer products,7.0952550342,498.3370652476,220.0738242678
PPG Industries Inc.,18777,28,Materials,4.658992595,503.1502445076,139.2881926583
Northern Trust Corporation,13053,28,Financials,3.8844907002,467.7344766612,139.2658200684
"Thermo Fisher Scientific, Inc.",28016,28,Health care,5.6909134592,498.6483779838,149.9727780766
Unum Group,7075,28,Insurance,2.859842653,477.3731012132,122.9690737719
Rockwell Automation Inc.,12176,28,Industrials,3.751727069,488.2160461981,133.7848366307
CR Bard Inc.,8251,28,Health care,3.0883905193,485.0810433904,121.6592638855
Pitney Bowes Inc.,2966,28,Industrials,1.8516738374,470.8410121569,125.8647988065
O'Reilly Automotive Inc.,11569,28,Retailers,3.6570157232,477.3883221697,136.0566202668
Roper Industries Inc.,12194,28,Industrials,3.7544991677,496.7774241439,132.4592438638
BorgWarner Inc.,8425,28,Consumer products,3.1207851576,469.1075786853,131.5377742486
JPMorgan Chase & Co.,184773,29,Financials,14.6149782073,480.5174843126,184.6771397058
Public Service Enterprise Group Inc.,17476,29,Utilities,4.4946919805,458.8501911404,141.4976989332
"BlackRock, Inc.",42698,29,Financials,7.0255880893,463.1514709598,213.3540401167
"Waste Management, Inc.",18052,29,Industrials,4.5681628693,475.034302977,144.9885055604
"Applied Materials, Inc.",16057,29,Information technology,4.3083514248,493.4967528708,140.8488083402
Intuit Inc.,18921,29,Information technology,4.6768232808,477.1607329477,154.9237366051
LyondellBasell Industries NV,33833,29,Materials,6.253874639,465.3556807413,199.2862546175
Ralph Lauren Corporation,15385,29,Consumer products,4.2172336905,484.1506044892,141.8049025281
"IntercontinentalExchange, Inc.",11349,29,Financials,3.6220773045,491.3661096794,126.0899909099
"Quanta Services, Inc.",5967,29,Industrials,2.6263762107,475.1137461069,129.1253569644
"Chipotle Mexican Grill, Inc.",10444,29,Consumer products,3.4746602712,482.0795339151,128.5155409696
Colgate-Palmolive Co.,54989,30,Consumer products,7.9729093811,492.4508400441,205.4137766955
"CF Industries Holdings, Inc.",11498,30,Materials,3.6457767348,512.2947553292,160.6048235923
"Staples, Inc.",8929,30,Retailers,3.2127751244,517.4564494723,155.2445610369
Campbell Soup Company,14197,30,Consumer products,4.0511395928,522.9829252255,161.3539261947
Textron Inc.,7889,30,Industrials,3.0198814546,518.9690559012,148.2761599862
Wyndham Worldwide Corporation,8659,30,Consumer products,3.1638274289,523.8941772442,153.2035478657
"Bemis Company, Inc.",4156,30,Materials,2.1918795587,513.1065820389,146.8276972031
"F5 Networks, Inc.",5719,30,Information technology,2.5712183882,521.1717780477,141.850459124
PVH Corp.,8759,30,Consumer products,3.1820439972,510.8014789711,152.7295068192
Lennar Corp.,7494,30,Consumer products,2.9433083427,507.1049123058,146.9169211615
Wal-Mart Stores Inc.,254473,31,Retailers,17.1514077556,518.8030125842,205.6296595847
Capital One Financial Corp.,31996,31,Financials,6.0817247554,530.7202726669,182.6090761976
Aetna Inc.,17797,31,Health care,4.5357835045,524.4454823967,173.048062735
Illinois Tool Works Inc.,27946,31,Industrials,5.6837994335,518.5180130039,182.1959667843
Mastercard Incorporated,65605,31,Information technology,8.7085808258,509.8497738766,232.2393467496
Stryker Corporation,24656,31,Health care,5.338757908,507.2261787249,184.6452182825
"Discovery Communications, Inc.",28071,31,Consumer products,5.6964968182,499.6377519487,193.3402619588
Fluor Corporation,10169,31,Industrials,3.4286096307,505.0395760025,157.592187754
Brown-Forman Corporation,15070,31,Consumer products,4.1738375627,505.9787541941,166.4255754881
"SunTrust Banks, Inc.",15330,31,Financials,4.2096888246,516.551699735,167.6704250744
Mead Johnson Nutrition Company,15517,31,Consumer products,4.235286531,510.6898624401,174.8069361287
"NYSE Euronext, Inc.",9121,31,Financials,3.2471335051,525.900171664,146.5385945652
"FLIR Systems, Inc.",3709,31,Information technology,2.0706530371,510.2194766734,141.8893591902
"Leggett & Platt, Incorporated",4745,31,Consumer products,2.3420546535,515.4339775451,141.8305253619
"The Goldman Sachs Group, Inc.",69111,32,Financials,8.9382501643,546.2206746,251.9690823209
The Walt Disney Company,106196,32,Consumer products,11.0798274355,546.3294641006,173.9909585308
Emerson Electric Co.,40429,32,Industrials,6.836367749,543.9858529449,217.1240947363
General Dynamics Corp.,24456,32,Industrials,5.3170608422,538.2669011148,191.9450922195
Discover Financial Services,21654,32,Financials,5.0032013751,531.6465373057,166.0031212619
Biogen Idec Inc.,45875,32,Pharma,7.2822729968,558.7363580202,221.7692349184
"Cardinal Health, Inc.",14579,32,Health care,4.1052800148,565.2776367286,154.6586893899
Nucor Corporation,13963,32,Materials,4.0176147152,557.6797695992,150.7185423552
Johnson Controls Inc.,22781,32,Consumer products,5.1317478504,563.2208506201,172.7643008361
"AutoZone, Inc.",14265,32,Retailers,4.0608299644,548.4967604535,157.1796817545
Quest Diagnostics Inc.,9005,32,Health care,3.2264190676,557.8058532422,142.5480371501
"Harley-Davidson, Inc.",11532,32,Consumer products,3.6511631024,549.588272502,148.658716002
The Estée Lauder Companies Inc.,24896,32,Consumer products,5.3646785551,559.0595806609,183.2386838273
Family Dollar Stores Inc.,6878,32,Consumer products,2.8197460879,550.870576441,141.4571050062
Nabors Industries Ltd.,4595,32,Energy,2.3047385969,530.4178502713,141.8954294414
"Stanley Black & Decker, Inc.",12567,32,Industrials,3.8114894726,533.5584621453,148.2091627438
The Washington Post Company,3258,32,Consumer products,1.9406823542,538.2883078416,136.0849496035
People's United Financial Inc.,4363,32,Financials,2.2458023065,553.7163480874,136.2313408783
Occidental Petroleum Corporation,65354,33,Energy,8.6919056599,546.5095791493,233.4334008561
WellPoint Inc.,20444,33,Health care,4.8614055581,557.2847008046,161.1113664484
Target Corp.,44422,33,Consumer products,7.1660192576,556.2568612198,206.6285807071
Walgreen Co.,45157,33,Retailers,7.2250599998,530.718455561,227.9054924801
"Viacom, Inc.",32442,33,Consumer products,6.123965382,542.6329726734,203.3670485262
"The TJX Companies, Inc.",34603,33,Retailers,6.3246397526,550.7249296609,192.603217344
"Coach, Inc.",14039,33,Consumer products,4.0285337283,530.8942156969,156.3654508129
"J. C. Penney Company, Inc.",3488,33,Retailers,2.0080159362,543.5877272793,138.3953516665
Moody's Corp.,11803,33,Financials,3.6938148302,564.9402044496,145.9341490416
"Paychex, Inc.",12758,33,Information technology,3.8403447762,541.5788031425,150.5467412758
"Scripps Networks Interactive, Inc.",9925,33,Consumer products,3.3872260037,538.6353866323,142.3795391752
Cliffs Natural Resources Inc.,2998,33,Materials,1.8616358398,534.0151318311,138.2428164472
"The Nasdaq OMX Group, Inc.",4805,33,Financials,2.3568156483,545.1035001784,143.5264903537
Dollar General Corporation,16479,33,Consumer products,4.3645989506,539.5164069557,159.3924832047
Rowan Companies plc,4153,33,Energy,2.1910883141,548.2076387694,136.1785612979
UnitedHealth Group Incorporated,63433,34,Health care,8.5632089779,578.3031352966,193.3835259067
Costco Wholesale Corporation,46709,34,Retailers,7.3481701123,576.9878611709,221.7932015607
Kohl's Corp.,10661,34,Retailers,3.5105720332,583.0647647923,175.119432837
Murphy Oil Corporation,12145,34,Energy,3.7469480914,576.816731944,180.4110575524
The Kroger Co.,16605,34,Retailers,4.3812532454,576.3450805756,207.0114854979
Progressive Corp.,15460,34,Insurance,4.2275004435,567.8142792755,202.3157396238
"T. Rowe Price Group, Inc.",19197,34,Financials,4.7108101214,585.1714879957,211.7734235622
"L Brands, Inc.",13513,34,Retailers,3.9523446206,561.4097230112,195.7814681461
Laboratory Corp. of America Holdings,8635,34,Health care,3.1594398238,582.2353946989,162.3857541537
