name,capital,tax_rate,sector,radius,x,y
Kohl's Corp.,10661,34,Retailers,3.510572033,572,501
The Kroger Co.,16605,34,Retailers,4.381253245,573,517
"L Brands, Inc.",13513,34,Retailers,3.952344621,592,497
TripAdvisor Inc.,6957,34,Retailers,2.83589351,587,492
Ross Stores Inc.,13052,35,Retailers,3.884341901,580,498
"PetSmart, Inc.",6512,35,Retailers,2.743696776,581,490
Urban Outfitters Inc.,5949,35,Retailers,2.622411867,574,493
"Best Buy Co., Inc.",8795,37,Retailers,3.188576485,614,494
"Whole Foods Market, Inc.",15520,37,Retailers,4.235695929,619,508
CVS Caremark Corporation,69489,38,Retailers,8.962660542,650,506
Bed Bath & Beyond Inc.,14440,38,Retailers,4.085662737,638,497
Tiffany & Co.,9014,38,Retailers,3.228030979,645,484
Abercrombie & Fitch Co.,3867,38,Retailers,2.114297046,639,486
CarMax Inc.,9670,38,Retailers,3.343429377,652,479
Lowe's Companies Inc.,42430,39,Retailers,7.003504837,655,490
"The Home Depot, Inc.",105799,40,Retailers,11.05909779,689,502
"The Gap, Inc.",17146,40,Retailers,4.45205301,683,486
Nordstrom Inc.,10825,40,Retailers,3.537470848,675,488
Safeway Inc.,6072,43,Retailers,2.649383324,718,505
AutoNation Inc.,5119,85,Retailers,2.432604366,1417,505
Western Digital Corporation,12089,1,Information technology,3.738299613,20,604
Seagate Technology Public Limited Company,12912,2,Information technology,3.863453377,53,599
Broadcom Corp.,19096,3,Information technology,4.69840143,53,609
Altera Corp.,10627,4,Information technology,3.504969615,86,610
NVIDIA Corporation,7683,4,Information technology,2.980192611,82,604
"Red Hat, Inc.",9266,5,Information technology,3.27284219,89,603
Xilinx Inc.,9610,7,Information technology,3.333040654,122,602
"NetApp, Inc.",12229,7,Information technology,3.759883509,119,609
Microchip Technology Inc.,6974,7,Information technology,2.839356265,115,603
Corning Inc.,19663,8,Information technology,4.767643863,153,603
Xerox Corporation,10574,10,Information technology,3.496218529,184,605
"Citrix Systems, Inc.",12699,10,Information technology,3.831454554,187,613
Lam Research Corporation,6697,11,Information technology,2.782396809,178,601
Teradata Corporation,8798,11,Information technology,3.189120255,190,601
EMC Corporation,48586,12,Information technology,7.494358945,220,602
"Akamai Technologies, Inc.",6155,13,Information technology,2.667429474,214,593
"VeriSign, Inc.",7041,13,Information technology,2.852962671,222,591
Apple Inc.,400236,14,Information technology,21.50983068,246,618
"First Solar, Inc.",2357,14,Information technology,1.650664109,241,580
International Business Machines Corporation,233289,15,Information technology,16.422,260,582
"Autodesk, Inc.",8583,15,Information technology,3.14991238,248,566
BMC Software Inc.,6351,16,Information technology,2.709567493,279,574
Google Inc.,255440,17,Information technology,17.18396462,286,606
Dell Inc.,24832,17,Information technology,5.357778644,283,582
"salesforce.com, inc",24436,17,Information technology,5.314886264,288,572
Adobe Systems Inc.,21980,18,Information technology,5.04072217,319,585
Hewlett-Packard Company,42632,19,Information technology,7.020156124,309,596
QUALCOMM Incorporated,113156,19,Information technology,11.4371472,319,612
eBay Inc.,72362,19,Information technology,9.146063197,331,594
"Juniper Networks, Inc.",9083,19,Information technology,3.240362325,310,584
Cognizant Technology Solutions Corporation,22562,20,Information technology,5.107021833,348,585
"Analog Devices, Inc.",13463,20,Information technology,3.945025729,356,579
Teradyne Inc.,2965,20,Information technology,1.851361661,341,582
"Cisco Systems, Inc.",109679,21,Information technology,11.26005879,354,601
The Western Union Company,8219,21,Information technology,3.082395821,346,576
Microsoft Corporation,239477,22,Information technology,16.63837168,389,596
Amphenol Corporation,11664,22,Information technology,3.672,386,575
KLA-Tencor Corporation,8638,23,Information technology,3.159988608,378,577
Oracle Corporation,152437,24,Information technology,13.27468162,421,602
Linear Technology Corporation,8342,24,Information technology,3.105374696,408,585
Texas Instruments Inc.,38808,25,Information technology,6.697913705,418,581
Accenture plc,49763,27,Information technology,7.584591485,454,602
Intel Corporation,104416,28,Information technology,10.98657799,490,605
Yahoo! Inc.,25858,28,Information technology,5.467343779,480,591
"Applied Materials, Inc.",16057,29,Information technology,4.308351425,476,581
Intuit Inc.,18921,29,Information technology,4.676823281,487,583
"F5 Networks, Inc.",5719,30,Information technology,2.571218388,517,585
Mastercard Incorporated,65605,31,Information technology,8.708580826,520,597
"FLIR Systems, Inc.",3709,31,Information technology,2.070653037,511,586
"Paychex, Inc.",12758,33,Information technology,3.840344776,553,604
Harris Corporation,5049,34,Information technology,2.415914734,579,604
CA Technologies,11079,35,Information technology,3.578732178,586,607
"Total System Services, Inc.",4510,35,Information technology,2.283322141,578,598
Molex Incorporated,4604,35,Information technology,2.306994582,584,598
"Automatic Data Processing, Inc.",31167,37,Information technology,6.002420512,620,605
"Fiserv, Inc.",11436,37,Information technology,3.635933993,614,591
"SAIC, Inc.",4736,43,Information technology,2.339832473,713,595
"Fidelity National Information Services, Inc.",11532,43,Information technology,3.651163102,718,605
Visa Inc.,109944,45,Information technology,11.27365353,758,601
SanDisk Corp.,13444,52,Information technology,3.942240987,886,604
TE Connectivity Ltd.,17340,65,Information technology,4.477168748,1087,603
"Motorola Solutions, Inc.",17202,80,Information technology,4.459317437,1354,603
Jabil Circuit Inc.,3670,88,Information technology,2.059737847,1483,605
Lincoln National Corporation,8472,9,Insurance,3.129477912,153,703
The Allstate Corporation,23925,16,Insurance,5.259020821,287,698
ACE Limited,30619,17,Insurance,5.949417114,285,710
Principal Financial Group Inc.,9873,17,Insurance,3.378341013,278,702
"The Travelers Companies, Inc.",32024,18,Insurance,6.084385261,316,697
"MetLife, Inc.",39913,18,Insurance,6.792600975,321,710
"Prudential Financial, Inc.",26071,20,Insurance,5.489815662,353,702
Torchmark Corp.,5450,21,Insurance,2.51001992,350,694
Loews Corporation,17171,22,Insurance,4.455297521,386,702
Aon plc,18735,24,Insurance,4.653779109,420,699
AFLAC Inc.,23183,25,Insurance,5.176827986,422,712
The Chubb Corporation,23062,25,Insurance,5.163300495,412,707
Cincinnati Financial Corp.,7804,25,Insurance,3.003568544,408,699
Unum Group,7075,28,Insurance,2.859842653,485,703
Progressive Corp.,15460,34,Insurance,4.227500444,581,695
"Marsh & McLennan Companies, Inc.",20532,35,Insurance,4.871857141,586,709
Assurant Inc.,3614,42,Insurance,2.043962818,718,704
"Alexion Pharmaceuticals, Inc.",19166,5,Pharma,4.707004993,86,801
Amgen Inc.,78660,16,Pharma,9.535772648,288,811
Bristol-Myers Squibb Company,66915,16,Pharma,8.795097498,283,793
Forest Laboratories Inc.,9983,18,Pharma,3.397108771,320,791
Hospira Inc.,5057,18,Pharma,2.417827951,311,796
Eli Lilly and Company,62141,19,Pharma,8.475552843,320,804
Johnson & Johnson,226868,21,Pharma,16.19442521,355,807
Celgene Corporation,48876,21,Pharma,7.516691826,353,783
Perrigo Co.,11156,21,Pharma,3.591146892,341,792
Gilead Sciences Inc.,71932,24,Pharma,9.118848173,422,798
Merck & Co. Inc.,137457,28,Pharma,12.60556591,490,797
Biogen Idec Inc.,45875,32,Pharma,7.282272997,555,799
Allergan Inc.,33550,39,Pharma,6.227664089,655,800
Pfizer Inc.,209533,43,Pharma,15.5634234,727,795
"Actavis, Inc.",12565,64,Pharma,3.811186167,1087,802
"NextEra Energy, Inc.",33946,0,Utilities,6.264309699,22,904
PG&E Corp.,19237,1,Utilities,4.715715428,13,912
Xcel Energy Inc.,14844,1,Utilities,4.14242248,21,892
"TECO Energy, Inc.",3965,1,Utilities,2.140920363,15,897
"American Electric Power Co., Inc.",23915,2,Utilities,5.257921643,60,897
ONEOK Inc.,10022,2,Utilities,3.403737945,48,896
Duke Energy Corporation,51507,3,Utilities,7.716352247,51,908
"Pepco Holdings, Inc.",5445,3,Utilities,2.508868271,43,901
"NRG Energy, Inc.",8649,4,Utilities,3.162,89,900
"CenterPoint Energy, Inc.",10315,4,Utilities,3.453134808,94,905
CMS Energy Corp.,7535,4,Utilities,2.951348844,81,900
Consolidated Edison Inc.,18006,5,Utilities,4.562338874,86,909
Wisconsin Energy Corp.,9879,5,Utilities,3.379367396,77,906
DTE Energy Company,12025,6,Utilities,3.728391074,121,901
Pinnacle West Capital Corporation,6448,6,Utilities,2.730180946,114,903
Entergy Corporation,12109,7,Utilities,3.741390651,118,909
Ameren Corporation,8512,10,Utilities,3.136857026,185,907
AGL Resources Inc.,5019,10,Utilities,2.408726635,188,901
"Integrys Energy Group, Inc.",4661,11,Utilities,2.32123157,181,902
Southern Company,41267,12,Utilities,6.906855435,223,908
FirstEnergy Corp.,18569,12,Utilities,4.633116014,210,909
PPL Corporation,18462,12,Utilities,4.619748045,227,896
Sempra Energy,20001,12,Utilities,4.808446319,213,919
Edison International,16607,13,Utilities,4.381517089,217,897
NiSource Inc.,9392,13,Utilities,3.295019272,208,900
SCANA Corp.,7246,14,Utilities,2.894196953,250,897
Northeast Utilities,13787,15,Utilities,3.992213922,252,904
Exelon Corporation,30312,17,Utilities,5.919516196,287,899
Public Service Enterprise Group Inc.,17476,29,Utilities,4.494691981,487,900
The AES Corporation,9389,35,Utilities,3.294492981,586,901
"Dominion Resources, Inc.",34641,36,Utilities,6.328111567,621,898
FMC Corp.,7854,9,Materials,3.01317507,153,1000
International Paper Company,20919,11,Materials,4.91755671,186,998
MeadWestvaco Corporation,6419,15,Materials,2.724034508,253,1001
Air Products & Chemicals Inc.,17783,16,Materials,4.533999118,287,1004
"Airgas, Inc.",7355,16,Materials,2.915884085,283,997
United States Steel Corp.,2486,17,Materials,1.695233317,278,994
Allegheny Technologies Inc.,3214,17,Materials,1.927533138,288,995
E. I. du Pont de Nemours and Company,44851,19,Materials,7.200538591,321,996
Praxair Inc.,32988,21,Materials,6.175283637,354,997
The Mosaic Company,25085,22,Materials,5.38500325,387,1005
The Sherwin-Williams Company,17135,22,Materials,4.450624675,382,996
Monsanto Company,56160,24,Materials,8.057354405,418,1003
Eastman Chemical Co.,10520,24,Materials,3.487279742,409,994
Ecolab Inc.,23661,25,Materials,5.229925047,422,989
Ball Corporation,7038,25,Materials,2.852354817,417,981
International Flavors & Fragrances Inc.,6027,25,Materials,2.639547689,412,985
Sigma-Aldrich Corporation,9129,26,Materials,3.248557218,452,1000
PPG Industries Inc.,18777,28,Materials,4.658992595,482,993
LyondellBasell Industries NV,33833,29,Materials,6.253874639,487,1004
"CF Industries Holdings, Inc.",11498,30,Materials,3.645776735,519,1001
"Bemis Company, Inc.",4156,30,Materials,2.191879559,515,989
Nucor Corporation,13963,32,Materials,4.017614715,552,997
Cliffs Natural Resources Inc.,2998,33,Materials,1.86163584,548,985
The Dow Chemical Company,37065,40,Materials,6.545772682,688,997
Newmont Mining Corporation,19378,43,Materials,4.732966089,720,998
Alcoa Inc.,8972,47,Materials,3.220501824,786,1000
"Owens-Illinois, Inc.",4207,56,Materials,2.205287283,951,1001
Freeport-McMoRan Copper & Gold Inc.,30791,66,Materials,5.966103921,1121,996
Vulcan Materials Company,6358,68,Materials,2.711060309,1110,987
Carnival Corporation,26166,1,Consumer products,5.499808724,20,1097
Ford Motor Co.,50216,3,Consumer products,7.61903511,53,1095
Wynn Resorts Ltd.,12380,4,Consumer products,3.783025244,86,1098
Starwood Hotels & Resorts Worldwide Inc.,12007,8,Consumer products,3.725599549,156,1100
Delphi Automotive PLC,13397,9,Consumer products,3.935343949,152,1108
Molson Coors Brewing Company,9170,9,Consumer products,3.255843977,147,1102
Garmin Ltd.,6603,11,Consumer products,2.762800753,186,1100
The Coca-Cola Company,182102,15,Consumer products,14.50895971,255,1090
Cablevision Systems Corporation,3826,16,Consumer products,2.103058725,284,1090
H. J. Heinz Company,23219,17,Consumer products,5.180845877,287,1098
"Darden Restaurants, Inc.",6478,18,Consumer products,2.736524803,316,1104
"The Interpublic Group of Companies, Inc.",5526,19,Consumer products,2.527460385,317,1094
DR Horton Inc.,7545,19,Consumer products,2.953306621,320,1109
"Mattel, Inc.",14805,20,Consumer products,4.136977157,354,1074
Hasbro Inc.,5568,20,Consumer products,2.537047102,342,1081
"Pepsico, Inc.",124140,21,Consumer products,11.97939231,352,1101
"Yum! Brands, Inc.",30290,21,Consumer products,5.917367658,359,1084
Omnicom Group Inc.,15543,21,Consumer products,4.23883333,340,1088
Whirlpool Corp.,8995,21,Consumer products,3.22462711,348,1082
"PulteGroup, Inc.",7644,22,Consumer products,2.972619047,386,1088
Kimberly-Clark Corporation,38468,23,Consumer products,6.668508679,386,1104
Coca-Cola Enterprises Inc.,10155,23,Consumer products,3.426248677,390,1094
"McCormick & Company, Incorporated",9375,23,Consumer products,3.292035844,377,1097
Newell Rubbermaid Inc.,7234,23,Consumer products,2.89179944,379,1090
"H&R Block, Inc.",7715,24,Consumer products,2.986392473,411,1081
"Marriott International, Inc.",12948,24,Consumer products,3.868835484,419,1079
Comcast Corporation,108363,25,Consumer products,11.19230218,408,1105
DIRECTV,31807,25,Consumer products,6.063735812,419,1090
"General Mills, Inc.",31395,25,Consumer products,6.024335648,404,1087
Procter & Gamble Co.,215227,26,Consumer products,15.77347178,464,1112
Time Warner Inc.,54545,26,Consumer products,7.940656144,470,1084
V.F. Corporation,18862,26,Consumer products,4.669525886,448,1071
"Philip Morris International, Inc.",155089,27,Consumer products,13.38965586,434,1107
McDonald's Corp.,101783,27,Consumer products,10.84717235,451,1088
Archer Daniels Midland Company,21951,27,Consumer products,5.037395756,461,1074
Nike Inc.,53572,27,Consumer products,7.869512818,432,1083
"Fossil, Inc.",5574,27,Consumer products,2.538413678,441,1077
Kellogg Company,23301,28,Consumer products,5.189986127,490,1093
Starbucks Corporation,43549,28,Consumer products,7.095255034,487,1106
BorgWarner Inc.,8425,28,Consumer products,3.120785158,482,1088
Ralph Lauren Corporation,15385,29,Consumer products,4.21723369,478,1096
"Chipotle Mexican Grill, Inc.",10444,29,Consumer products,3.474660271,488,1083
Colgate-Palmolive Co.,54989,30,Consumer products,7.972909381,517,1101
Campbell Soup Company,14197,30,Consumer products,4.051139593,518,1088
Wyndham Worldwide Corporation,8659,30,Consumer products,3.163827429,522,1081
PVH Corp.,8759,30,Consumer products,3.182043997,510,1089
Lennar Corp.,7494,30,Consumer products,2.943308343,513,1082
"Discovery Communications, Inc.",28071,31,Consumer products,5.696496818,503,1106
Brown-Forman Corporation,15070,31,Consumer products,4.173837563,504,1095
Mead Johnson Nutrition Company,15517,31,Consumer products,4.235286531,527,1092
"Leggett & Platt, Incorporated",4745,31,Consumer products,2.342054654,507,1083
The Walt Disney Company,106196,32,Consumer products,11.07982744,550,1106
Johnson Controls Inc.,22781,32,Consumer products,5.13174785,539,1092
"Harley-Davidson, Inc.",11532,32,Consumer products,3.651163102,534,1084
The Estée Lauder Companies Inc.,24896,32,Consumer products,5.364678555,556,1089
Family Dollar Stores Inc.,6878,32,Consumer products,2.819746088,545,1078
The Washington Post Company,3258,32,Consumer products,1.940682354,541,1081
Target Corp.,44422,33,Consumer products,7.166019258,567,1098
"Viacom, Inc.",32442,33,Consumer products,6.123965382,532,1102
"Coach, Inc.",14039,33,Consumer products,4.028533728,546,1085
"Scripps Networks Interactive, Inc.",9925,33,Consumer products,3.387226004,552,1079
Dollar General Corporation,16479,33,Consumer products,4.364598951,561,1080
Hormel Foods Corporation,10674,34,Consumer products,3.512711773,578,1102
The J. M. Smucker Company,10543,34,Consumer products,3.491089801,586,1095
Reynolds American Inc.,24706,35,Consumer products,5.344168411,588,1104
"Beam, Inc.",9808,35,Consumer products,3.367201806,578,1094
"Tyson Foods, Inc.",8427,36,Consumer products,3.121155555,612,1101
"Dollar Tree, Inc.",10563,36,Consumer products,3.494399519,619,1104
International Game Technology,4289,36,Consumer products,2.226675549,614,1092
"Lorillard, Inc.",15598,38,Consumer products,4.246326412,644,1106
Genuine Parts Company,12061,38,Consumer products,3.733967863,651,1098
The Hershey Company,19103,39,Consumer products,4.699262495,654,1107
"Dr Pepper Snapple Group, Inc.",9521,39,Consumer products,3.317570798,643,1097
"ConAgra Foods, Inc.",14421,40,Consumer products,4.082973916,677,1092
The Clorox Company,11441,40,Consumer products,3.63672875,683,1085
Monster Beverage Corporation,8610,40,Consumer products,3.154862913,675,1084
News Corp.,73032,41,Consumer products,9.188307352,690,1097
Altria Group Inc.,70631,43,Consumer products,9.036007747,723,1093
Sysco Corporation,20017,44,Consumer products,4.810369217,753,1095
Apollo Group Inc.,1875,44,Consumer products,1.472243186,746,1089
Avon Products Inc.,8906,48,Consumer products,3.208634601,819,1099
"Mondelez International, Inc.",53767,53,Consumer products,7.883822169,890,1097
Constellation Brands Inc.,8921,53,Consumer products,3.211335548,877,1094
"Harman International Industries, Incorporated",2906,72,Consumer products,1.832849148,1216,1101
Goodyear Tire & Rubber Co.,3052,92,Consumer products,1.878326915,1549,1101
Equity Residential,18880,0,Financials,4.671753418,26,1200
"HCP, Inc.",23427,1,Financials,5.203999616,19,1209
"Health Care REIT, Inc.",18343,1,Financials,4.604835285,13,1200
Leucadia National Corporation,10167,5,Financials,3.428272451,86,1206
Kimco Realty Corporation,9395,5,Financials,3.295545478,85,1199
Vornado Realty Trust,16418,6,Financials,4.356513285,120,1200
E*TRADE Financial Corporation,2890,7,Financials,1.827796488,118,1193
American Tower Corporation,31253,8,Financials,6.010696133,154,1202
Host Hotels & Resorts Inc.,12841,8,Financials,3.852816632,151,1192
"The PNC Financial Services Group, Inc.",34914,12,Financials,6.352998032,220,1194
"Ameriprise Financial, Inc.",14662,17,Financials,4.116949356,286,1197
State Street Corporation,26415,18,Financials,5.525915309,320,1195
U.S. Bancorp,62798,21,Financials,8.520239903,355,1192
Wells Fargo & Company,195238,22,Financials,15.02315306,381,1178
Berkshire Hathaway Inc.,259564,23,Financials,17.32212412,392,1210
American Express Company,72290,24,Financials,9.14151191,422,1192
M&T Bank Corporation,13014,26,Financials,3.878683282,452,1208
Invesco Ltd.,12681,26,Financials,3.828738173,449,1196
Franklin Resources Inc.,31767,28,Financials,6.059921782,471,1186
Northern Trust Corporation,13053,28,Financials,3.8844907,485,1174
JPMorgan Chase & Co.,184773,29,Financials,14.61497821,487,1200
"BlackRock, Inc.",42698,29,Financials,7.025588089,495,1179
"IntercontinentalExchange, Inc.",11349,29,Financials,3.622077305,477,1178
Capital One Financial Corp.,31996,31,Financials,6.081724755,521,1201
"SunTrust Banks, Inc.",15330,31,Financials,4.209688825,513,1194
"NYSE Euronext, Inc.",9121,31,Financials,3.247133505,515,1185
"The Goldman Sachs Group, Inc.",69111,32,Financials,8.938250164,553,1198
Discover Financial Services,21654,32,Financials,5.003201375,552,1183
People's United Financial Inc.,4363,32,Financials,2.245802307,544,1180
Moody's Corp.,11803,33,Financials,3.69381483,542,1189
"The Nasdaq OMX Group, Inc.",4805,33,Financials,2.356815648,551,1174
"T. Rowe Price Group, Inc.",19197,34,Financials,4.710810121,586,1205
Fifth Third Bancorp,14170,35,Financials,4.04728551,581,1193
"The McGraw-Hill Companies, Inc.",14632,36,Financials,4.112735343,619,1197
Legg Mason Inc.,4053,37,Financials,2.16454799,614,1190
Bank of America Corporation,132141,40,Financials,12.35940921,691,1201
Morgan Stanley,42628,41,Financials,7.019826778,684,1182
The Charles Schwab Corporation,21524,41,Financials,4.988160382,673,1189
BB&T Corporation,21263,42,Financials,4.957824926,719,1206
Comerica Incorporated,6493,42,Financials,2.739691223,707,1201
CME Group Inc.,20098,43,Financials,4.820092115,715,1196
The Bank of New York Mellon Corporation,31942,52,Financials,6.076590491,889,1195
"Hudson City Bancorp, Inc.",4210,65,Financials,2.206073435,1084,1200
SLM Corporation,9026,74,Financials,3.230178942,1252,1198
Range Resources Corporation,12853,0,Energy,3.854616453,20,1296
"QEP Resources, Inc.",5534,2,Energy,2.529289228,53,1298
Cabot Oil & Gas Corporation,14410,4,Energy,4.081416421,85,1307
Denbury Resources Inc.,6710,5,Energy,2.785096049,79,1302
Southwestern Energy Co.,13097,5,Energy,3.891032254,90,1299
Pioneer Natural Resources Co.,16066,7,Energy,4.309558678,120,1296
Valero Energy Corporation,23339,8,Energy,5.194216399,153,1294
Marathon Petroleum Corporation,27580,12,Energy,5.646457296,212,1307
"EOG Resources, Inc.",34502,12,Energy,6.315402758,224,1294
Spectra Energy Corp.,20289,15,Energy,4.842941668,254,1299
"Helmerich & Payne, Inc.",6536,15,Energy,2.748748079,250,1292
"Williams Companies, Inc.",25392,16,Energy,5.417854926,281,1293
Phillips 66,39455,17,Energy,6.753516121,289,1303
Noble Corp.,9565,17,Energy,3.325227812,285,1284
Ensco plc,13677,18,Energy,3.976256028,319,1302
CONSOL Energy Inc.,7595,19,Energy,2.963076104,317,1292
Schlumberger Limited,99773,20,Energy,10.73953388,356,1291
Peabody Energy Corp.,5484,20,Energy,2.517837167,348,1279
"Noble Energy, Inc.",20649,22,Energy,4.885718371,387,1295
Tesoro Corporation,7416,24,Energy,2.927950819,416,1292
"FMC Technologies, Inc.",12534,24,Energy,3.80648184,419,1302
"Diamond Offshore Drilling, Inc.",9580,26,Energy,3.32783413,449,1293
Cameron International Corporation,15476,26,Energy,4.229687459,453,1302
Halliburton Company,35759,28,Energy,6.429417081,482,1291
Anadarko Petroleum Corporation,43985,28,Energy,7.130684399,488,1304
Nabors Industries Ltd.,4595,32,Energy,2.304738597,551,1276
Occidental Petroleum Corporation,65354,33,Energy,8.69190566,555,1288
Rowan Companies plc,4153,33,Energy,2.191088314,544,1279
Murphy Oil Corporation,12145,34,Energy,3.746948091,586,1296
Apache Corp.,29247,36,Energy,5.814596461,623,1269
"WPX Energy, Inc.",3405,36,Energy,1.983980847,602,1281
